"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count
	"2007"	"2007"	"Endocrine System"	"32010-32020"	3174
	"2007"	"2007"	"Thyroid"	"32010"	2958
	"2007"	"2007"	"Other Endocrine including Thymus"	"32020"	216
	"2007"	"2007"	"Lymphomas"	"33011-33042"	5114
	"2007"	"2007"	"Hodgkin Lymphoma"	"33011-33012"	641
	"2007"	"2007"	"Hodgkin - Nodal"	"33011"	607
	"2007"	"2007"	"Hodgkin - Extranodal"	"33012"	34
	"2007"	"2007"	"Non-Hodgkin Lymphoma"	"33041-33042"	4473
	"2007"	"2007"	"NHL - Nodal"	"33041"	2907
	"2007"	"2007"	"NHL - Extranodal"	"33042"	1566
	"2007"	"2007"	"Myeloma"	"34000"	1462
	"2007"	"2007"	"Leukemias"	"35011-35043"	3018
	"2007"	"2007"	"Acute Lymphocytic Leukemia"	"35011"	280
	"2007"	"2007"	"Chronic Lymphocytic Leukemia"	"35012"	1251
	"2007"	"2007"	"Acute Myeloid Leukemia"	"35021"	820
	"2007"	"2007"	"Chronic Myeloid Leukemia"	"35022"	334
	"2007"	"2007"	"Other Leukemias"	"35041-35043"	333
	"2007"	"2007"	"Other Lymphocytic Leukemia"	"35013"	96
	"2007"	"2007"	"Acute Monocytic Leukemia"	"35031"	60
	"2007"	"2007"	"Other Acute Leukemia"	"35041"	57
	"2007"	"2007"	"Aleukemic, Subleukemic and NOS"	"35043"	88
	"2007"	"2007"	"Other Myeloid/Monocytic Leukemia"	"35023"	32
	"2007"	"2007"	"Mesothelioma"	"36010"	199
	"2007"	"2007"	"Kaposi Sarcoma"	"36020"	193
	"2007"	"2007"	"Miscellaneous"	"37000"	4360
	"2007"	"2007"	"Male and Female Breast, In Situ"	"Breast-InSitu"	4566
	"2007"	"2007"	"Female Breast, In Situ"	"Breast-InSitu-Female"	4542
	"2007"	"2007"	"Male Breast, In Situ"	"Breast-InSitu-Male"	24
	"2008"	"2008"	"All Invasive Cancer Sites Combined"	"0"	108367
	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	2205
	"2008"	"2008"	"Lip"	"20010"	86
	"2008"	"2008"	"Tongue"	"20020"	627
	"2008"	"2008"	"Salivary Gland"	"20030"	280
	"2008"	"2008"	"Floor of Mouth"	"20040"	131
	"2008"	"2008"	"Gum and Other Mouth"	"20050"	364
	"2008"	"2008"	"Nasopharynx"	"20060"	170
	"2008"	"2008"	"Tonsil"	"20070"	309
	"2008"	"2008"	"Oropharynx"	"20080"	89
	"2008"	"2008"	"Hypopharynx"	"20090"	117
	"2008"	"2008"	"Other Oral Cavity and Pharynx"	"20100"	32
	"2008"	"2008"	"Digestive System"	"21010-21130"	19494
	"2008"	"2008"	"Esophagus"	"21010"	1128
	"2008"	"2008"	"Stomach"	"21020"	1773
	"2008"	"2008"	"Small Intestine"	"21030"	494
	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	9944
	"2008"	"2008"	"Colon excluding Rectum"	"21041-21049"	7204
	"2008"	"2008"	"Cecum"	"21041"	1586
	"2008"	"2008"	"Appendix"	"21042"	194
	"2008"	"2008"	"Ascending Colon"	"21043"	1421
	"2008"	"2008"	"Hepatic Flexure"	"21044"	369
	"2008"	"2008"	"Transverse Colon"	"21045"	636
	"2008"	"2008"	"Splenic Flexure"	"21046"	225
	"2008"	"2008"	"Descending Colon"	"21047"	445
	"2008"	"2008"	"Sigmoid Colon"	"21048"	1908
	"2008"	"2008"	"Large Intestine, NOS"	"21049"	420
	"2008"	"2008"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2740
	"2008"	"2008"	"Rectosigmoid Junction"	"21051"	762
	"2008"	"2008"	"Rectum"	"21052"	1978
	"2008"	"2008"	"Anus, Anal Canal and Anorectum"	"21060"	375
	"2008"	"2008"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1779
	"2008"	"2008"	"Liver"	"21071"	1617
	"2008"	"2008"	"Intrahepatic Bile Duct"	"21072"	162
	"2008"	"2008"	"Gallbladder"	"21080"	333
	"2008"	"2008"	"Other Biliary"	"21090"	420
	"2008"	"2008"	"Pancreas"	"21100"	2919
	"2008"	"2008"	"Retroperitoneum"	"21110"	92
	"2008"	"2008"	"Peritoneum, Omentum and Mesentery"	"21120"	144
	"2008"	"2008"	"Other Digestive Organs"	"21130"	93
	"2008"	"2008"	"Respiratory System"	"22010-22060"	14844
	"2008"	"2008"	"Nose, Nasal Cavity and Middle Ear"	"22010"	139
	"2008"	"2008"	"Larynx"	"22020"	897
	"2008"	"2008"	"Lung and Bronchus"	"22030"	13750
	"2008"	"2008"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	48
	"2008"	"2008"	"Bones and Joints"	"23000"	193
	"2008"	"2008"	"Soft Tissue including Heart"	"24000"	733
	"2008"	"2008"	"Skin excluding Basal and Squamous"	"25010-25020"	3921
	"2008"	"2008"	"Melanoma of the Skin"	"25010"	3567
	"2008"	"2008"	"Other Non-Epithelial Skin"	"25020"	354
	"2008"	"2008"	"Male and Female Breast"	"26000"	14942
	"2008"	"2008"	"Female Breast"	"26000-Female"	14821
	"2008"	"2008"	"Male Breast"	"26000-Male"	121
	"2008"	"2008"	"Female Genital System"	"27010-27070"	6585
	"2008"	"2008"	"Cervix Uteri"	"27010"	902
	"2008"	"2008"	"Corpus Uteri"	"27020"	3605
	"2008"	"2008"	"Uterus, NOS"	"27030"	117
	"2008"	"2008"	"Ovary"	"27040"	1547
	"2008"	"2008"	"Vagina"	"27050"	63
	"2008"	"2008"	"Vulva"	"27060"	247
	"2008"	"2008"	"Other Female Genital Organs"	"27070"	104
	"2008"	"2008"	"Male Genital System"	"28010-28040"	16843
	"2008"	"2008"	"Prostate"	"28010"	16154
	"2008"	"2008"	"Testis"	"28020"	559
	"2008"	"2008"	"Penis"	"28030"	107
	"2008"	"2008"	"Other Male Genital Organs"	"28040"	23
	"2008"	"2008"	"Urinary System"	"29010-29040"	8875
	"2008"	"2008"	"Urinary Bladder, invasive and in situ"	"29010"	5159
	"2008"	"2008"	"Kidney and Renal Pelvis"	"29020"	3419
	"2008"	"2008"	"Ureter"	"29030"	122
	"2008"	"2008"	"Other Urinary Organs"	"29040"	175
	"2008"	"2008"	"Eye and Orbit"	"30000"	211
	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	1364
	"2008"	"2008"	"Brain"	"31010"	1259
	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	105
	"2008"	"2008"	"Endocrine System"	"32010-32020"	3608
	"2008"	"2008"	"Thyroid"	"32010"	3402
	"2008"	"2008"	"Other Endocrine including Thymus"	"32020"	206
	"2008"	"2008"	"Lymphomas"	"33011-33042"	5275
	"2008"	"2008"	"Hodgkin Lymphoma"	"33011-33012"	667
	"2008"	"2008"	"Hodgkin - Nodal"	"33011"	626
	"2008"	"2008"	"Hodgkin - Extranodal"	"33012"	41
	"2008"	"2008"	"Non-Hodgkin Lymphoma"	"33041-33042"	4608
	"2008"	"2008"	"NHL - Nodal"	"33041"	3042
	"2008"	"2008"	"NHL - Extranodal"	"33042"	1566
	"2008"	"2008"	"Myeloma"	"34000"	1575
	"2008"	"2008"	"Leukemias"	"35011-35043"	2951
	"2008"	"2008"	"Acute Lymphocytic Leukemia"	"35011"	326
	"2008"	"2008"	"Chronic Lymphocytic Leukemia"	"35012"	1223
	"2008"	"2008"	"Acute Myeloid Leukemia"	"35021"	741
	"2008"	"2008"	"Chronic Myeloid Leukemia"	"35022"	354
	"2008"	"2008"	"Other Leukemias"	"35041-35043"	307
	"2008"	"2008"	"Other Lymphocytic Leukemia"	"35013"	91
	"2008"	"2008"	"Acute Monocytic Leukemia"	"35031"	45
	"2008"	"2008"	"Other Acute Leukemia"	"35041"	59
	"2008"	"2008"	"Aleukemic, Subleukemic and NOS"	"35043"	84
	"2008"	"2008"	"Other Myeloid/Monocytic Leukemia"	"35023"	28
	"2008"	"2008"	"Mesothelioma"	"36010"	211
	"2008"	"2008"	"Kaposi Sarcoma"	"36020"	158
	"2008"	"2008"	"Miscellaneous"	"37000"	4379
	"2008"	"2008"	"Male and Female Breast, In Situ"	"Breast-InSitu"	4895
	"2008"	"2008"	"Female Breast, In Situ"	"Breast-InSitu-Female"	4880
	"2009"	"2009"	"All Invasive Cancer Sites Combined"	"0"	109038
	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	2295
	"2009"	"2009"	"Lip"	"20010"	83
	"2009"	"2009"	"Tongue"	"20020"	690
	"2009"	"2009"	"Salivary Gland"	"20030"	272
	"2009"	"2009"	"Floor of Mouth"	"20040"	116
	"2009"	"2009"	"Gum and Other Mouth"	"20050"	312
	"2009"	"2009"	"Nasopharynx"	"20060"	152
	"2009"	"2009"	"Tonsil"	"20070"	384
	"2009"	"2009"	"Oropharynx"	"20080"	112
	"2009"	"2009"	"Hypopharynx"	"20090"	150
	"2009"	"2009"	"Other Oral Cavity and Pharynx"	"20100"	24
	"2009"	"2009"	"Digestive System"	"21010-21130"	19192
	"2009"	"2009"	"Esophagus"	"21010"	1115
	"2009"	"2009"	"Stomach"	"21020"	1803
	"2009"	"2009"	"Small Intestine"	"21030"	499
	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	9518
	"2009"	"2009"	"Colon excluding Rectum"	"21041-21049"	6826
	"2009"	"2009"	"Cecum"	"21041"	1410
	"2009"	"2009"	"Appendix"	"21042"	158
	"2009"	"2009"	"Ascending Colon"	"21043"	1358
	"2009"	"2009"	"Hepatic Flexure"	"21044"	320
	"2009"	"2009"	"Transverse Colon"	"21045"	644
	"2009"	"2009"	"Splenic Flexure"	"21046"	217
	"2009"	"2009"	"Descending Colon"	"21047"	378
	"2009"	"2009"	"Sigmoid Colon"	"21048"	1848
	"2009"	"2009"	"Large Intestine, NOS"	"21049"	493
	"2009"	"2009"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2692
	"2009"	"2009"	"Rectosigmoid Junction"	"21051"	755
	"2009"	"2009"	"Rectum"	"21052"	1937
	"2009"	"2009"	"Anus, Anal Canal and Anorectum"	"21060"	449
	"2009"	"2009"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1824
	"2009"	"2009"	"Liver"	"21071"	1654
	"2009"	"2009"	"Intrahepatic Bile Duct"	"21072"	170
	"2009"	"2009"	"Gallbladder"	"21080"	323
	"2009"	"2009"	"Other Biliary"	"21090"	363
	"2009"	"2009"	"Pancreas"	"21100"	2948
	"2009"	"2009"	"Retroperitoneum"	"21110"	98
	"2009"	"2009"	"Peritoneum, Omentum and Mesentery"	"21120"	135
	"2009"	"2009"	"Other Digestive Organs"	"21130"	117
	"2009"	"2009"	"Respiratory System"	"22010-22060"	14695
	"2009"	"2009"	"Nose, Nasal Cavity and Middle Ear"	"22010"	143
	"2009"	"2009"	"Larynx"	"22020"	800
	"2009"	"2009"	"Lung and Bronchus"	"22030"	13701
	"2009"	"2009"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	39
	"2009"	"2009"	"Bones and Joints"	"23000"	207
	"2009"	"2009"	"Soft Tissue including Heart"	"24000"	749
	"2009"	"2009"	"Skin excluding Basal and Squamous"	"25010-25020"	4181
	"2009"	"2009"	"Melanoma of the Skin"	"25010"	3802
	"2009"	"2009"	"Other Non-Epithelial Skin"	"25020"	379
	"2009"	"2009"	"Male and Female Breast"	"26000"	15350
	"2009"	"2009"	"Female Breast"	"26000-Female"	15221
	"2009"	"2009"	"Male Breast"	"26000-Male"	129
	"2009"	"2009"	"Female Genital System"	"27010-27070"	6482
	"2009"	"2009"	"Cervix Uteri"	"27010"	890
	"2009"	"2009"	"Corpus Uteri"	"27020"	3433
	"2009"	"2009"	"Uterus, NOS"	"27030"	111
	"2009"	"2009"	"Ovary"	"27040"	1535
	"2009"	"2009"	"Vagina"	"27050"	77
	"2009"	"2009"	"Vulva"	"27060"	309
	"2009"	"2009"	"Other Female Genital Organs"	"27070"	127
	"2009"	"2009"	"Male Genital System"	"28010-28040"	16565
	"2009"	"2009"	"Prostate"	"28010"	15903
	"2009"	"2009"	"Testis"	"28020"	548
	"2009"	"2009"	"Penis"	"28030"	84
	"2009"	"2009"	"Other Male Genital Organs"	"28040"	30
	"2009"	"2009"	"Urinary System"	"29010-29040"	8763
	"2009"	"2009"	"Urinary Bladder, invasive and in situ"	"29010"	5180
	"2009"	"2009"	"Kidney and Renal Pelvis"	"29020"	3359
	"2009"	"2009"	"Ureter"	"29030"	149
	"2009"	"2009"	"Other Urinary Organs"	"29040"	75
	"2009"	"2009"	"Eye and Orbit"	"30000"	209
	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	1393
	"2009"	"2009"	"Brain"	"31010"	1296
	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	97
	"2009"	"2009"	"Endocrine System"	"32010-32020"	3860
	"2009"	"2009"	"Thyroid"	"32010"	3647
	"2009"	"2009"	"Other Endocrine including Thymus"	"32020"	213
	"2009"	"2009"	"Lymphomas"	"33011-33042"	5410
	"2009"	"2009"	"Hodgkin Lymphoma"	"33011-33012"	664
	"2009"	"2009"	"Hodgkin - Nodal"	"33011"	638
	"2009"	"2009"	"Hodgkin - Extranodal"	"33012"	26
	"2009"	"2009"	"Non-Hodgkin Lymphoma"	"33041-33042"	4746
	"2009"	"2009"	"NHL - Nodal"	"33041"	3053
	"2009"	"2009"	"NHL - Extranodal"	"33042"	1693
	"2009"	"2009"	"Myeloma"	"34000"	1689
	"2009"	"2009"	"Leukemias"	"35011-35043"	3166
	"2009"	"2009"	"Acute Lymphocytic Leukemia"	"35011"	274
	"2009"	"2009"	"Chronic Lymphocytic Leukemia"	"35012"	1343
	"2009"	"2009"	"Acute Myeloid Leukemia"	"35021"	814
	"2009"	"2009"	"Chronic Myeloid Leukemia"	"35022"	393
	"2009"	"2009"	"Other Leukemias"	"35041-35043"	342
	"2009"	"2009"	"Other Lymphocytic Leukemia"	"35013"	118
	"2009"	"2009"	"Acute Monocytic Leukemia"	"35031"	50
	"2009"	"2009"	"Other Acute Leukemia"	"35041"	48
	"2009"	"2009"	"Aleukemic, Subleukemic and NOS"	"35043"	85
	"2009"	"2009"	"Other Myeloid/Monocytic Leukemia"	"35023"	41
	"2009"	"2009"	"Mesothelioma"	"36010"	198
	"2009"	"2009"	"Kaposi Sarcoma"	"36020"	166
	"2009"	"2009"	"Miscellaneous"	"37000"	4468
	"2009"	"2009"	"Male and Female Breast, In Situ"	"Breast-InSitu"	5112
	"2009"	"2009"	"Female Breast, In Situ"	"Breast-InSitu-Female"	5092
	"2009"	"2009"	"Male Breast, In Situ"	"Breast-InSitu-Male"	20
	"2010"	"2010"	"All Invasive Cancer Sites Combined"	"0"	106851
	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	2318
	"2010"	"2010"	"Lip"	"20010"	82
	"2010"	"2010"	"Tongue"	"20020"	701
	"2010"	"2010"	"Salivary Gland"	"20030"	271
	"2010"	"2010"	"Floor of Mouth"	"20040"	103
	"2010"	"2010"	"Gum and Other Mouth"	"20050"	362
	"2010"	"2010"	"Nasopharynx"	"20060"	170
	"2010"	"2010"	"Tonsil"	"20070"	335
	"2010"	"2010"	"Oropharynx"	"20080"	122
	"2010"	"2010"	"Hypopharynx"	"20090"	131
	"2010"	"2010"	"Other Oral Cavity and Pharynx"	"20100"	41
	"2010"	"2010"	"Digestive System"	"21010-21130"	19068
	"2010"	"2010"	"Esophagus"	"21010"	1022
	"2010"	"2010"	"Stomach"	"21020"	1869
	"2010"	"2010"	"Small Intestine"	"21030"	503
	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	9431
	"2010"	"2010"	"Colon excluding Rectum"	"21041-21049"	6758
	"2010"	"2010"	"Cecum"	"21041"	1446
	"2010"	"2010"	"Appendix"	"21042"	222
	"2010"	"2010"	"Ascending Colon"	"21043"	1364
	"2010"	"2010"	"Hepatic Flexure"	"21044"	302
	"2010"	"2010"	"Transverse Colon"	"21045"	613
	"2010"	"2010"	"Splenic Flexure"	"21046"	200
	"2010"	"2010"	"Descending Colon"	"21047"	385
	"2010"	"2010"	"Sigmoid Colon"	"21048"	1754
	"2010"	"2010"	"Large Intestine, NOS"	"21049"	472
	"2010"	"2010"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2673
	"2010"	"2010"	"Rectosigmoid Junction"	"21051"	747
	"2010"	"2010"	"Rectum"	"21052"	1926
	"2010"	"2010"	"Anus, Anal Canal and Anorectum"	"21060"	388
	"2010"	"2010"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1823
	"2010"	"2010"	"Liver"	"21071"	1574
	"2010"	"2010"	"Intrahepatic Bile Duct"	"21072"	249
	"2010"	"2010"	"Gallbladder"	"21080"	296
	"2010"	"2010"	"Other Biliary"	"21090"	444
	"2010"	"2010"	"Pancreas"	"21100"	3010
	"2010"	"2010"	"Retroperitoneum"	"21110"	85
	"2010"	"2010"	"Peritoneum, Omentum and Mesentery"	"21120"	120
	"2010"	"2010"	"Other Digestive Organs"	"21130"	77
	"2010"	"2010"	"Respiratory System"	"22010-22060"	14454
	"2010"	"2010"	"Nose, Nasal Cavity and Middle Ear"	"22010"	141
	"2010"	"2010"	"Larynx"	"22020"	786
	"2010"	"2010"	"Lung and Bronchus"	"22030"	13476
	"2010"	"2010"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	41
	"2010"	"2010"	"Bones and Joints"	"23000"	186
	"2010"	"2010"	"Soft Tissue including Heart"	"24000"	742
	"2010"	"2010"	"Skin excluding Basal and Squamous"	"25010-25020"	3904
	"2010"	"2010"	"Melanoma of the Skin"	"25010"	3552
	"2010"	"2010"	"Other Non-Epithelial Skin"	"25020"	352
	"2010"	"2010"	"Male and Female Breast"	"26000"	14659
	"2010"	"2010"	"Female Breast"	"26000-Female"	14524
	"2010"	"2010"	"Male Breast"	"26000-Male"	135
	"2010"	"2010"	"Female Genital System"	"27010-27070"	6502
	"2010"	"2010"	"Cervix Uteri"	"27010"	863
	"2010"	"2010"	"Corpus Uteri"	"27020"	3496
	"2010"	"2010"	"Uterus, NOS"	"27030"	103
	"2010"	"2010"	"Ovary"	"27040"	1524
	"2010"	"2010"	"Vagina"	"27050"	88
	"2010"	"2010"	"Vulva"	"27060"	286
	"2010"	"2010"	"Other Female Genital Organs"	"27070"	142
	"2010"	"2010"	"Male Genital System"	"28010-28040"	15763
	"2010"	"2010"	"Prostate"	"28010"	15100
	"2010"	"2010"	"Testis"	"28020"	556
	"2010"	"2010"	"Penis"	"28030"	89
	"2010"	"2010"	"Other Male Genital Organs"	"28040"	18
	"2010"	"2010"	"Urinary System"	"29010-29040"	8606
	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	4905
	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	3477
	"2010"	"2010"	"Ureter"	"29030"	137
	"2010"	"2010"	"Other Urinary Organs"	"29040"	87
	"2010"	"2010"	"Eye and Orbit"	"30000"	201
	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	1338
	"2010"	"2010"	"Brain"	"31010"	1247
	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	91
	"2010"	"2010"	"Endocrine System"	"32010-32020"	3917
	"2010"	"2010"	"Thyroid"	"32010"	3711
	"2010"	"2010"	"Other Endocrine including Thymus"	"32020"	206
	"2010"	"2010"	"Lymphomas"	"33011-33042"	5307
	"2010"	"2010"	"Hodgkin Lymphoma"	"33011-33012"	655
	"2010"	"2010"	"Hodgkin - Nodal"	"33011"	651
	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	4652
	"2010"	"2010"	"NHL - Nodal"	"33041"	3052
	"2010"	"2010"	"NHL - Extranodal"	"33042"	1600
	"2010"	"2010"	"Myeloma"	"34000"	1709
	"2010"	"2010"	"Leukemias"	"35011-35043"	3446
	"2010"	"2010"	"Acute Lymphocytic Leukemia"	"35011"	291
	"2010"	"2010"	"Chronic Lymphocytic Leukemia"	"35012"	1427
	"2010"	"2010"	"Acute Myeloid Leukemia"	"35021"	955
	"2010"	"2010"	"Chronic Myeloid Leukemia"	"35022"	404
	"2010"	"2010"	"Other Leukemias"	"35041-35043"	369
	"2010"	"2010"	"Other Lymphocytic Leukemia"	"35013"	102
	"2010"	"2010"	"Acute Monocytic Leukemia"	"35031"	60
	"2010"	"2010"	"Other Acute Leukemia"	"35041"	43
	"2010"	"2010"	"Aleukemic, Subleukemic and NOS"	"35043"	126
	"2010"	"2010"	"Other Myeloid/Monocytic Leukemia"	"35023"	38
	"2010"	"2010"	"Mesothelioma"	"36010"	212
	"2010"	"2010"	"Kaposi Sarcoma"	"36020"	153
	"2010"	"2010"	"Miscellaneous"	"37000"	4366
	"2010"	"2010"	"Male and Female Breast, In Situ"	"Breast-InSitu"	4872
	"2010"	"2010"	"Female Breast, In Situ"	"Breast-InSitu-Female"	4854
	"2010"	"2010"	"Male Breast, In Situ"	"Breast-InSitu-Male"	18
	"2011"	"2011"	"All Invasive Cancer Sites Combined"	"0"	110766
	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	2352
	"2011"	"2011"	"Lip"	"20010"	74
	"2011"	"2011"	"Tongue"	"20020"	693
	"2011"	"2011"	"Salivary Gland"	"20030"	265
	"2011"	"2011"	"Floor of Mouth"	"20040"	124
	"2011"	"2011"	"Gum and Other Mouth"	"20050"	368
	"2011"	"2011"	"Nasopharynx"	"20060"	155
	"2011"	"2011"	"Tonsil"	"20070"	384
	"2011"	"2011"	"Oropharynx"	"20080"	111
	"2011"	"2011"	"Hypopharynx"	"20090"	150
	"2011"	"2011"	"Other Oral Cavity and Pharynx"	"20100"	28
	"2011"	"2011"	"Digestive System"	"21010-21130"	19125
	"2011"	"2011"	"Esophagus"	"21010"	1040
	"2011"	"2011"	"Stomach"	"21020"	1920
	"2011"	"2011"	"Small Intestine"	"21030"	536
	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	9174
	"2011"	"2011"	"Colon excluding Rectum"	"21041-21049"	6548
	"2011"	"2011"	"Cecum"	"21041"	1415
	"2011"	"2011"	"Appendix"	"21042"	197
	"2011"	"2011"	"Ascending Colon"	"21043"	1330
	"2011"	"2011"	"Hepatic Flexure"	"21044"	294
	"2011"	"2011"	"Transverse Colon"	"21045"	588
	"2011"	"2011"	"Splenic Flexure"	"21046"	200
	"2011"	"2011"	"Descending Colon"	"21047"	405
	"2011"	"2011"	"Sigmoid Colon"	"21048"	1659
	"2011"	"2011"	"Large Intestine, NOS"	"21049"	460
	"2011"	"2011"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2626
	"2011"	"2011"	"Rectosigmoid Junction"	"21051"	726
	"2011"	"2011"	"Rectum"	"21052"	1900
	"2011"	"2011"	"Anus, Anal Canal and Anorectum"	"21060"	439
	"2011"	"2011"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1897
	"2011"	"2011"	"Liver"	"21071"	1683
	"2011"	"2011"	"Intrahepatic Bile Duct"	"21072"	214
	"2011"	"2011"	"Gallbladder"	"21080"	307
	"2011"	"2011"	"Other Biliary"	"21090"	395
	"2011"	"2011"	"Pancreas"	"21100"	3104
	"2011"	"2011"	"Retroperitoneum"	"21110"	104
	"2011"	"2011"	"Peritoneum, Omentum and Mesentery"	"21120"	98
	"2011"	"2011"	"Other Digestive Organs"	"21130"	111
	"2011"	"2011"	"Respiratory System"	"22010-22060"	14735
	"2011"	"2011"	"Nose, Nasal Cavity and Middle Ear"	"22010"	149
	"2011"	"2011"	"Larynx"	"22020"	754
	"2011"	"2011"	"Lung and Bronchus"	"22030"	13792
	"2011"	"2011"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	33
	"2011"	"2011"	"Bones and Joints"	"23000"	196
	"2011"	"2011"	"Soft Tissue including Heart"	"24000"	714
	"2011"	"2011"	"Skin excluding Basal and Squamous"	"25010-25020"	4386
	"2011"	"2011"	"Melanoma of the Skin"	"25010"	4039
	"2011"	"2011"	"Other Non-Epithelial Skin"	"25020"	347
	"2011"	"2011"	"Male and Female Breast"	"26000"	15570
	"2011"	"2011"	"Female Breast"	"26000-Female"	15431
	"2011"	"2011"	"Male Breast"	"26000-Male"	139
	"2011"	"2011"	"Female Genital System"	"27010-27070"	6709
	"2011"	"2011"	"Cervix Uteri"	"27010"	792
	"2011"	"2011"	"Corpus Uteri"	"27020"	3654
	"2011"	"2011"	"Uterus, NOS"	"27030"	111
	"2011"	"2011"	"Ovary"	"27040"	1564
	"2011"	"2011"	"Vagina"	"27050"	75
	"2011"	"2011"	"Vulva"	"27060"	323
	"2011"	"2011"	"Other Female Genital Organs"	"27070"	190
	"2011"	"2011"	"Male Genital System"	"28010-28040"	16678
	"2011"	"2011"	"Prostate"	"28010"	16002
	"2011"	"2011"	"Testis"	"28020"	564
	"2011"	"2011"	"Penis"	"28030"	87
	"2011"	"2011"	"Other Male Genital Organs"	"28040"	25
	"2011"	"2011"	"Urinary System"	"29010-29040"	9049
	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	5255
	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	3563
	"2011"	"2011"	"Ureter"	"29030"	134
	"2011"	"2011"	"Other Urinary Organs"	"29040"	97
	"2011"	"2011"	"Eye and Orbit"	"30000"	184
	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	1346
	"2011"	"2011"	"Brain"	"31010"	1249
	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	97
	"2011"	"2011"	"Endocrine System"	"32010-32020"	4088
	"2011"	"2011"	"Thyroid"	"32010"	3896
	"2011"	"2011"	"Other Endocrine including Thymus"	"32020"	192
	"2011"	"2011"	"Lymphomas"	"33011-33042"	5408
	"2011"	"2011"	"Hodgkin Lymphoma"	"33011-33012"	664
	"2011"	"2011"	"Hodgkin - Nodal"	"33011"	662
	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	4744
	"2011"	"2011"	"NHL - Nodal"	"33041"	3112
	"2011"	"2011"	"NHL - Extranodal"	"33042"	1632
	"2011"	"2011"	"Myeloma"	"34000"	1797
	"2011"	"2011"	"Leukemias"	"35011-35043"	3633
	"2011"	"2011"	"Acute Lymphocytic Leukemia"	"35011"	309
	"2011"	"2011"	"Chronic Lymphocytic Leukemia"	"35012"	1536
	"2011"	"2011"	"Acute Myeloid Leukemia"	"35021"	930
	"2011"	"2011"	"Chronic Myeloid Leukemia"	"35022"	471
	"2011"	"2011"	"Other Leukemias"	"35041-35043"	387
	"2011"	"2011"	"Other Lymphocytic Leukemia"	"35013"	112
	"2011"	"2011"	"Acute Monocytic Leukemia"	"35031"	56
	"2011"	"2011"	"Other Acute Leukemia"	"35041"	49
	"2011"	"2011"	"Aleukemic, Subleukemic and NOS"	"35043"	127
	"2011"	"2011"	"Other Myeloid/Monocytic Leukemia"	"35023"	43
	"2011"	"2011"	"Mesothelioma"	"36010"	226
	"2011"	"2011"	"Kaposi Sarcoma"	"36020"	173
	"2011"	"2011"	"Miscellaneous"	"37000"	4397
	"2011"	"2011"	"Male and Female Breast, In Situ"	"Breast-InSitu"	5109
	"2011"	"2011"	"Female Breast, In Situ"	"Breast-InSitu-Female"	5098
	"2012"	"2012"	"All Invasive Cancer Sites Combined"	"0"	107904
	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	2386
	"2012"	"2012"	"Lip"	"20010"	94
	"2012"	"2012"	"Tongue"	"20020"	718
	"2012"	"2012"	"Salivary Gland"	"20030"	306
	"2012"	"2012"	"Floor of Mouth"	"20040"	120
	"2012"	"2012"	"Gum and Other Mouth"	"20050"	334
	"2012"	"2012"	"Nasopharynx"	"20060"	163
	"2012"	"2012"	"Tonsil"	"20070"	372
